Tweets,Output
"@ThaneLive @ImThanekar  @WeAreThane @CommunityThane @Thanekars_ @citizens_thane If you stay on GB Road , Majivade , Pokhran Rd No. 2, want to use Majivade junction- pl check google maps before leaving from home and only then travel. Do this daily. @ThaneCityPolice @nitin_gadkari",0
"@Meetspeaks1 Dear Meet, Serein apartments are situated amongst abundant sunlight, lush greenery, and astounding views in Pokhran Road 2, Thane West. Do visit here: https://t.co/t4Am4ktLVT to know more about this project. Please do share your contact details via messenger so that our (1/2)",0
@ThaneCityPolice We are literally fed uo of harassment by the traffic police officer for towing 2 wheelers from front of Swastik Plaza pokhran road no. 2... They r picking up vehicles even if parked properly @ThaneCityPolice @TMCaTweetAway @Thanekars_ @ThaneTaxPayer @WeAreThane,0
"RT @RoadsOfMumbai: Stuck in Mumbai Traffic at WEH, EEH, Shilphata? Get these car stickers from link below 👇 • Individual Stickers: https:…",0
"""Kalyan"" is like a fort. 1 Way in 1 Way out. For the last 4 yrs, Kalyan - Dombivili people have suffered a lot. From Patripool to Durgadi bridge. From Shilphata to Kongaon. This is just an addition to our struggle. There's nothing new to ease out the traffic. Only upgrades happn https://t.co/GOAhjIlnST",1
@DrSEShinde @mieknathshinde @MMRDAOfficial @CMOMaharashtra @OfficeofUT @AUThackeray @ShivSena Plan footover bridge with lift for aged at shilphata junction as people keep walking on road randomly.,1
"Stuck in Mumbai Traffic at WEH, EEH, Shilphata? Get these car stickers from link below 👇• Individual Stickers: https://t.co/JAxZMhf7EQ• Sticker Packs: https://t.co/Yucp97tcWl
",0
Shilphata - where traffic rules are not followed @ThaneTraffic @omkarkarkhanis https://t.co/k3TcXjQdjm,1
"RT @RoadsOfMumbai: Stuck in Mumbai Traffic at WEH, EEH, Shilphata? Get these car stickers from link below 👇 • Individual Stickers: https:…",0
"A home of your dreams in the city of dreams. Live in the best township and take advantage of a plethora of world class amenities, futuristic building techniques and much more!  #ProvidentHousing is coming soon in Shilphata, Mumbai.  #ProvidentHomes #InvestInTheBest #NewLaunch https://t.co/jRitPjXCDX",0
@Rtr_kinjal @CMOMaharashtra @PMOIndia @TMCaTweetAway @MPLodha @UpperThane Everyday 4hours on travaing for majiwada to mankoli @purveshsarnaik  @KapilPatil_ @nitin_gadkari @AUThackeray @MPLodha @ThaneCityPolice @ThaneLodha @TMCaTweetAway,0
"I have bought car from (Thane Majiwada) Mahindra First choice in March 21 &amp; its being 7months still they have not transferred car on our name every new day its new date from them, plus they dont respond calls. I think They are dealing in car racket.@MumbaiRTO @ThaneCityPolice",0
@RoadsOfMumbai @PrimeVideoIN @mumbaimatterz @MNCDFbombay 2.30 hrs time to cross 5 kms distance Thane Majiwada- nashik Highway,1
Things u can do while driving thru usual traffic at Majiwada! 1)Send Mails 2)Watch films 3)Take naps 4)Add beneficiaries on netbanking &amp; they get approved too before ur journey ends! Share your experiences too! @nitin_gadkari @mieknathshinde @bbcnewsmarathi @BhaDiPa @AUThackeray https://t.co/dA8UwJnByn,1
@kolshetforum @TMCaTweetAway is happily looking for Lodha amara people but we people are asking for Majiwada Gaon to Kopri Bus is not at all heard !,1
I just re-pierced my ears Bhayander Pada,0
Need a hug Bhayander Pada,0
I hate when I have to call and wake people up Bhayander Pada,0
some1 hacked my account on aim  now i have to make a new one Bhayander Pada,1
@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you...Majiwada,0
our duck and chicken are taking wayyy too long to hatch Majiwada,0
"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. Majiwada",0
I need a hug,0
"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy!",0
@oanhLove I hate when that happens...,0
"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",0
Ugh....92 degrees tomorrow,1
Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,0
"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?",0
just leaving the parking lot of work! Majiwada,0
The Life is cool. But not for Me.,0
"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. Majiwada",0
I had such a nice day. Too bad the rain comes in tomorrow at 5am,1
@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks. Majiwada,0
Damm back to school tomorrow,0
"No jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?",1
@katortiz  Not forever... See you soon!,0
"@Lt_Algonquin agreed, I saw the failwhale allllll day today.",0
@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,0
@ninjen I'm sure you're right...  I need to start working out with you and the Nikster... Or Jared at least!   Majiwada,0
i really hate how people diss my bands!  Trace is clearly NOT ugly!,0
"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.",0
Why won't you show my location?!  http://twitpic.com/2y2es,0
No picnic  my phone smells like citrus.,0
"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol.",0
No new csi tonight.  FML,0
i think my arms are sore from tennis,0
wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .,0
sleep soon... i just hate saying bye and see you tomorrow for the night.,0
"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine ",1
missin' the boo Waghbil,0
@markhardy1974 Me too  #itm Waghbil,0
Damn... I don't have any chalk! MY CHALKBOARD IS USELESS Waghbil,0
"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too Waghbil",0
@msdrama hey missed ya at the meeting  sup mama,0
"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",0
why is it always the fat ones?!,0
"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",0
@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad,0
wednesday my b-day! don't know what 2 do!! Uthalsar,0
Poor cameron (the hills) Uthalsar,0
"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache Uthalsar",0
"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike Uthalsar",0
Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,0
"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL..... Uthalsar",0
"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money Uthalsar",0
"@stark YOU don't follow me, either  and i work for you! Uthalsar",0
A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good. Uthalsar ghodbunder,0
Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,0
"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ghodbunder",0
Behind on my classes for work ghodbunder,0
watching &quot;House&quot; ghodbunder,0
@kpreyes Remember my bum leg? Strikes back this time its serious,0
"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls",0
Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014,0
would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again? ghodbunder,0
@Henkuyinepu it's overrated ghodbunder,0
@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times ghodbunder,0
laying in bed with no voice.. ghodbunder,0
I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy ghodbunder,0
@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.,0
"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. ghodbunder",1
@salancaster  hope your ok. ghodbunder,0
@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love ghodbunder,0
@HibaNick yeah aw but i know i wudnt stand a chance Manpada,0
ugh. cant sleep. its 1:30am. Manpada,0
Hanging in Crooners. Wanna sing. Can't. Sucks. Manpada,0
@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! Manpada,0
Is pissed off that there's no ASBA's for a radio station. Manpada,1
wednesday my b-day n don't know what 2 do! Manpada,0
I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. Azad Nagar v,0
I am in pain. My back and sides hurt. Not to mention crying is made of fail. Azad Nagar,0
"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... Azad Nagar",0
@allyheman but.. but.. but.. I'm not a big fan on camilla belle Azad Nagar Manpada,0
"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine Azad Nagar",0
This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done Azad Nagar,0
I'm so cold Azad Nagar,0
@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow Azad Nagar,1
@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff Azad Nagar,0
Hoping the tummy rumbles go away soon,0
"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. Azad Nagar",0
almost bedtime Azad Nagar,0
I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart. Majiwada Azad Nagar,0
Agh...snow!!!  Majiwada Azad Nagar,0
i miss kenny powers Azad Nagar,0
"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget Azad Nagar",0
"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. Azad Nagar",0
@JonathanRKnight I guess that's a no then. Azad Nagar,0
sadly is going to bed. Azad Nagar,0
@ozesteph1992 Shame to hear this Stephan,0
@mrsaintnick hey! i'm leavin in the morning...,0
"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left",0
laid around too much today... now my head hurts,0
@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.,0
my nokia 1110 died..,0
My mom might have breast cancer won't find out anything for. Like a week I'm so worried!,0
Going to sleep. Hoping tomorrow is a better day.,0
@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too.  Majiwada,0
@onemoreproject that is lame Manpada,0
I don't understand... I really don't. Majiwada,0
HEROES just isn't doing it for me this season... Manpada,0
Living not downtown sure isn't much fun. Manpada,0
@jonathanchard Not calorie wise  I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke! Manpada,0
Man Work is Hard,0
"getting sick  time for some hot tea, studying, and then sleeeep Jambli Naka",0
Getting eyebrows waxed. More pain Jambli Naka,0
No phantasy star yesterday  going to work... Jambli Naka,0
Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well Jambli Naka,0
Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too Jambli Naka,0
is alone downstairs...working Jambli Naka,0
I feel bad for doing it Jambli Naka,0
"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. Jambli Naka",0
@pinkserendipity yes sprint has 4g only in baltimore and chicago so far Mumbra,0
I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. Jambli Naka,0
Thanks for bursting my bubble Waghbil,0
Going to school soon... can't find anything to wear!! gosh it's so hard Mumbra,0
@marieclr I was serious  LOL Mumbra,0
@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history Mumbra,0
Crazy wind today = no birding  http://ff.im/1XTTi,1
currently at work.. Mumbra,0
Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. Mumbra,0
@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that! Mumbra,0
i don't see the big deal with this website Mumbra,0
@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail Mumbra,0
@ColinDeMar Far too out of the way for rail.  any other tips? Waghbil,0
I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching. Waghbil,0
"Today I realized I am too good at hiding things, even I can't find it Waghbil",0
"Staying at a friends house...house sitting, neighbors are SO loud-having a party Waghbil",1
@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!! Waghbil,0
Check out my mug  http://www.erika-obscura.blogspot.com,0
Borders closed at 10,0
Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days,0
Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!,0
is watching the hill . . .and its making me sad,0
So many channels.... yet so so boring... lazy day again  may have to find a hobby,0
@supersport I miss my buddy  ill be in NY on the 25th,0
@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people,0
Opps.. As I said.. I still got one day remain and now problem come,0
"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb",0
@HillyDoP  oH NO,0
spencer is not a good guy.,0
"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.",0
"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,sheÔøΩs not well",0
didn't get shit done today ~ i'm so screwed,0
wanttss to go out,0
Is not going to sleep tonite.,0
too worried and tired to post tonight,0
couldn't get shit done today ~ i'm so screwed,0
"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep",0
"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.  :*(:*(:*(",0
@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help  He might be dead by now,0
"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting.",0
@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!,0
i hate to see the spartans so sad,0
My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot,0
"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!",0
@mandayyy,0
@twista202 I think I want to read some books but the library doesn't have them.  Majiwada,0
My nap was interrupted so many times today  Going out for Japanese with the 'rents again...,0
Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.,0
@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.,0
Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie,0
sad that the 'feet' of my macbook just fell off,0
I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad,0
"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.",0
"Has now gotten somebody to read his tweets, but cant get them to make an account.",0
@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:,0
@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me.  Majiwada,0
@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha,0
@breadandbadger Congrats!!  i totally forgot to submit photos,0
"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx",0
@imaginarypeach now your leaving me  .... -gets sad-,0
"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone.",0
SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED,1
TuesdayÔøΩll start with reflection ÔøΩn then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers,0
What tragedy and disaster in the news this week,1
yes yes still trying to find a picture that will upload correclty..,0
Why oh why was the Red Sox game rained out? I was so looking forward to opening day,1
I still can't find my keys.,0
@charlietm I know right. I dunno what is going on with twitter.,1
might be getting a sore throat again,0
@labelsnotlove  my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009! ghodbunder,0
@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy. ghodbunder,0
@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd ghodbunder,0
is in the bathroom... wake up lakin. ghodbunder,0
@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3 Manpada,0
"im lonely  keep me company! 22 female, california Manpada",0
bad day at the betfair office,0
I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!! Manpada,0
I'm really cold. I don't want to go to sleep yet but there's nothing to do Manpada ,0
@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round! Manpada,0
monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken Manpada,0
@miss_om Aww  I know I felt like that yesterday at work Sawarkar Nagar,0
@SarahReedSC treaty isn't defined Sawarkar Nagar,0
missed Brent at praise band.  No fun to not have the your lead guitarist.  &lt;pout&gt; Sawarkar Nagar,0
@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx ghodbunder,0
Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts Sawarkar Nagar,0
@mandayyy Sawarkar Nagar  ghodbunder,0
New video card is DOA. Sawarkar Nagar,0
"feeling lost, naked and confused (JK, sort of).....no iphone for me. Sawarkar Nagar Patlipada",0
"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work Patlipada",0
missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt; Patlipada,0
i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah ghodbunder,0
has lost his ring. It's no-where to be seen Patlipada,0
"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY. Patlipada",0
Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick Patlipada Manpada,0
Is fucked to go back to IC Manpada,0
@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. Patlipada,0
@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can Patlipada,0
@kissability Me too I is poor Shree Nagar ghodbunder,0
help me forget 8th april &amp; 13th july! Patlipada Manpada,0
"dierks bentley is comin' to columbus, OH!! i wanna go so bad Shilphata ghodbunder",0
i have to take my sidekick back. Shree Nagar ghodbunder,0
@chriscantore congrats! I'm totally jealous! only wish my XM was working Shree Nagar Manpada,0
gr8t my face is very itchy Shree Nagar ghodbunder,0
poor socks  luvvvvv the golden retriever!! I want one sighhhh Shilphata Manpada,0
I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible Shilphata Manpada,0
Aaaaand the nausea is back. Manpada,0
@DonnieWahlberg ooh IÔøΩm excited and not even going 2 be there  long love YOUTUBE! Manpada,0
spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd.. Manpada,0
@mathewsmichael  i agree... the jobros dont update theres very often Manpada,0
@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link Manpada,0
@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  ) Manpada,0
"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time! Manpada",0
@bostongarden I miss bentley,0
seriously needs to finish these job applications,0
"My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids Manpada",0
Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. Manpada,0
@huntermoore I don't want him to ever punch me. Teen Hath Naka,0
sooo sick of the snow  ughh Teen Hath Naka,0
@ITS_NEMESIS ------- Teen Hath Naka Manpada,0
@LoveMeagan it doesn't work your fan is upset Teen Hath Naka,0
I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern. Manpada,0
@zaydia but i cant figure out how to get there / back / pay for a hotel etc Manpada,0
"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN Manpada",0
feels like she slept the day away.  Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain. Manpada,0
@ThaStevieG but what I really want is my old bass back Diva,0
Mad tired today... Callin it in early tonight  nighty night twittas Diva,0
"@LevenRambin: Take it easy, and be good to you. Diva",0
I'm afraid I had bad code. Diva,0
Think I'm going to bed. Goodniight. I hate this Vasant Vihar,0
"@riancurtis  i'm here, friend, and i love you. Vasant Vihar",0
@kariajay  All this time you didn't notice I was gone...just needed DB2 is it?? Vasant Vihar,0
@aaronrva is in the bathroom and i have to pee! Vasant Vihar,0
@ashleyskyy but I wanted a margarita too! Vasant Vihar,0
@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough! Diva,0
Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good Diva,0
"has 0g of milky bar left, and around 200ml of coke Diva",0
@jokerrrr It stillllll hasn't arrived Diva,0
"Mraow, I feel like dancing, but first art school wants to rape me some more. Diva",0
@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time,0
Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back,0
amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.,0
"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/ Jambli Naka",0
"@austinhill I wish I was!  Sold out  If you have some time let me know, I would love to hear more about what you are up to! Jambli Naka",0
Just watched tropic thunder. Dreading tomorrow Jambli Naka,0
@qweendassah no...he's still miss'n... Jambli Naka,0
ChiefDelphi is down Jambli Naka,0
"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him) Jambli Naka",0
playing game at home! my new boss didn't call me yet... Jambli Naka,0
Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t,0
Poor Joshy is sick???  those damn tejanos! Manpada,0
My thoughts are with Sandra Cantu's family at this difficult and sad time Manpada,0
"@FranzGlaus I know, just wanted to let everybody know what was happening kasarvadavali Manpada",0
Michigan who?  I don't know them.  *sigh*  Shameful! kasarvadavali Manpada,0
i have to fill two hours kasarvadavali,0
"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday kasarvadavali",0
@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office kasarvadavali,0
throat is closing up and i had some string cheese. not a good idea,0
"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family.",1
wishing i was home underneath my covers,0
walking home from school drains all my energy,0
"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!",0
@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?,0
I wish I was better at writing. It's taking me so long to write this paper.,0
..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS...,0
"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project. Ghodbander",0
@thecoolestout Ha the sun's already gone Ghodbander,0
day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. Manpada,0
My man crush Jake Peavy let me down  #gayforpeavy Ghodbander,0
"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail. Manpada",0
michigan state you make me sad Pokhran Road,0
omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off. Pokhran Road Ghodbander,0
"I'm so ill right now, I'm rocking back and forth. Imagine butterflies in stomach, wont' go away, and inability to eat anything, or stand.  Manpada",0
"@genecrawford Gene, did twitter release that name for you? Been waiting for them to do that for me Manpada",0
is EXCITED about tomorrow..but i have a stinkin huge headache at the moment and its stromin Manpada,0
@aaroncarter7 Aaron that kinda breaks my heart.  #AC. Manpada,0
Mad my rinstones is falling off Ghodbander,0
like wow...how many times will I change my profile picture today...SERIOUSLY!! [Gosh I hate being lonely...its soooo boring!!  ] Kapurbawadi,0
@WilyOdysseus I have youtube on my phone if I can search 4 the video but if its private I will have 2 wait till I get home Kapurbawadi,0
"Major damage at Gyu-Kaku. So much meat, I don't have room for their yummy desserts. Kapurbawadi",0
Well this sucks... Have to reinstall osx Ghodbander,0
"http://www.smthop.com/images/spaceshark01.jpg you do not realize how disappointing this is for me, i thought i invented it Manpada",0
this twitter thing is complicated i want someone to follow me! Ghodbander,0
Probably wont have the internet for a few days Ghodbander,1
I'm never going to get all this packing shit done! Manpada,0
"Meh, missed Peaches/@margaretcho. Ghodbander",0
@Mellaniee who is that about? Ghodbander,0
@MMcdonald81 they have a golf game!! Sorry tweets  iPhone errors Manpada,0
hanna stopped talking to me again  i guess i'm just under the pet society level now Manpada,0
@djcapone i missed it Manpada,0
"No Astros game tonight...  And no college class tomorrow as it is canceled! Just only gym and maybe seeing Taking of Pelham 1, 2, 3 :O",0
I may check in to lunch time lap swimming--I keep getting bumped from my evening swim by grandkid transport duties. Ghodbander,0
"Scared as hell of spiders, n a big one just crossed my path... Scared 2go bac n the kitchen... Ghodbander",0
Ouchhhy mi goreng chilly is burning my mouth Thane ,0
@audreyvilla apparently ive been left out,0
"Parade was insane. Nicole and I screamed &quot;CURRYYY&quot; and he looked directly at us. We love him. I waved, but MAF didn't see me.  GO PENS &lt;3",0
@ashleytisdale OMG! I REALLY WANT TO HANG WITH YOU! BUT I CAN'T SAY WHERE I LIVE,0
"@GreyEyes83 And I'm sorry that ruined your mood  If it's any consolation, I'm not having that great a night, either Ghodbander",0
@EscapeTheFate im not allowed to go.  its so unfair!!!!! Ghodbander,0
"Kathy Griffin, my life on the D list seems so scripted this season so far, not feeling it Thane",0
@DoorKicker510 u never answered my IM! I was lonely. Pokhran Road,0
@tina0794 I knowww. Thane,0
@ChocolateKellie We better stop w/all this &quot;chocolate talk&quot; or I'm gonna have to run to the store b/c I don't have any here Pokhran Road,0
is upset because it doesnt look like im gunna reach 100 followers by the end of the day  lol.   Majiwada,0
"@miyagawa @drikin = ++Koh_Samui_Meals;  Ah, I found out I even cannot write such a simple code correctly Pokhran Road",0
I made Johnny drive me home from rather far away because I don't feel well. I feel bad.  And now I am going to bed. What a bad night! Pokhran Road,0
@KevinCriz ugh jealousss. @MichaelJosefff ugh I always miss intervention.  Majiwada,0
I have no mula.  Majiwada,0
@canadian_diva yes he is. and I keep hoping one appears in your area. not so far. Pokhran Road kasarvadavali,0
A killer headache put me to sleep earlier  and now I am up Pokhran Road kasarvadavali,0
Watching &quot;Walk the line.&quot;  Its a really good movie but I feel really bad for Cash's daughters from his first marriage. Pokhran Road,0
didn't get her DS today. Pokhran Road,0
@Lezlielu18 Haha....by the way i like what your bio says....made me laugh first time i read it....my poor sis  ...move down here! please?,0
@kathrynpearson Bad last night? As in with the kids?  Aw... at least you're able to take your time! Pokhran Road,0
"so scared, I might throw up.  this whole asking out someone is terrifying. Pokhran Road",0
"I Thinking Of You Everytime, but you don't see me !! Pokhran Road",0
awww i was gone alllllllllllll day and no one even missed me  boooooo hoooooo! Pokhran Road,0
Drink one (or five!) for me Rob and Steve... wish I was there Pokhran Road,0
Uggg......My pooch looks like a beer belly,0
Date night was a success despite shitty thai food and a girl puking in the theater. I LOVED &quot;Up&quot;! I want a dog so bad. Ghodbander,0
nyquil. EW Ghodbander,0
Bad news everyone. Tonight @ APT has been cancelled Khopat,0
i voted @britneyspears for best tour! hope she or @taylorswift13 win (eventhough i haven't been able to see her yet)  boo! come to miami! Khopat,0
@bryng awwwwwwe - no sorry my dear  thanks for tweeting tho! x Khopat,0
"Watching Walk The Line, though I missed the beginning half.  Wish i saw it.",0
zoe is teething.. poor thing,0
